hs10,hs10_desc,wave,effective_date,tariff
"8507204000","LEAD ACID STORAGE BATTERIES, USED, AS THE PRIMARY SOURCE OF ELECTRICAL POWER FOR ELECTRICALLY POWERED VEHICLES OF SUBHEADING 8703.90","China",24sep2018,.1
"8507208010","LEAD ACID STORAGE BATTERIES, OF A KIND DESCRIBED IN SUBHEADING 9903.45.25","China",24sep2018,.1
"8507208030","LEAD ACID STORAGE BATTERIES, 6 VOLT, NESOI","China",24sep2018,.1
"8507208031","LEAD ACID STORAGE BATTERIES, 6 VOLT, NESOI","China",24sep2018,.1
"8507208040","LEAD ACID STORAGE BATTERIES, 12 VOLT, EXCEPT OF A KIND USED FOR STARTING PISTON ENGINES","China",24sep2018,.1
"8507208041","LEAD ACID STORAGE BATTERIES, 12 VOLT, EXCEPT OF A KIND USED FOR STARTING PISTON ENGINES","China",24sep2018,.1
"8507208060","LEAD ACID STORAGE BATTERIES, 36 VOLT, EXCEPT OF A KIND USED FOR STARTING PISTON ENGINES","China",24sep2018,.1
"8507208061","LEAD ACID STORAGE BATTERIES, 36 VOLT, EXCEPT OF A KIND USED FOR STARTING PISTON ENGINES","China",24sep2018,.1
"8507208090","LEAD ACID STORAGE BATTERIES, NESOI","China",24sep2018,.1
"8507208091","LEAD ACID STORAGE BATTERIES, NESOI","China",24sep2018,.1
"8507304000","NICKEL-CADMIUM STORAGE BATTERIES OF A KIND USED AS THE PRIMARY SOURCE OF ELECTRICAL POWER FOR ELECTRICALLY POWERED VEHICLES OF SUBHEADING 8703.90","China",24sep2018,.1
"8507404000","NICKEL-IRON STORAGE BATTERIES USED AS THE PRIMARY SOURCE OF ELECTRICAL POWER FOR ELECTRICALLY POWERED VEHICLES OF SUBHEADING 8703.90","China",24sep2018,.1
"8507408000","NICKEL-IRON STORAGE BATTERIES, NESOI","China",24sep2018,.1
"8507500000","NICKEL-METAL HYDRIDE STORAGE BATTERIES","China",24sep2018,.1
"8507804000","ELECTRIC  STORAGE BATTERIES USED AS THE PRIMARY SOURCE OF ELECTRICAL POWER FOR ELECTRICALLY POWERED VEHICLES OF SUBHEADING 8703.90, NESOI","China",23aug2018,.25
"8507808100","ELECTRIC STORAGE BATTERIES, NESOI","China",23aug2018,.25
"8507908000","STORAGE BATTERY PARTS (EXCEPT LEAD-ACID TYPE)","China",06jul2018,.25
"8508110000","VACUUM CLEANERS WITH SELF-CONTAINED ELECTRIC MOTOR OF A POWER NOT EXCEEDING 1500W & HAVING A DUST BAG OR OTHER RECEPTACLE CAPACITY NOT EXCEEDING 20 L","China",24sep2018,.1
"8508190000","VACUUM CLEANERS, WITH SELF-CONTAINED ELECTRIC MOTOR, NESOI","China",24sep2018,.1
"8508600000","VACUUM CLEANERS, NESOI","China",24sep2018,.1
"8508700000","VACUUM CLEANER PARTS","China",24sep2018,.1
"8509802000","ELECTRIC KITCHEN WASTE DISPOSALS, DOMESTIC","China",24sep2018,.1
"8509902500","HOUSINGS FOR DOMESTIC FLOOR POLISHER","China",24sep2018,.1
"8509903500","FLOOR POLISHER PARTS, OTHER THAN HOUSINGS","China",24sep2018,.1
"8509904500","HOUSINGS FOR ELECTRIC DOMESTIC APPLIANCES (PARTS)","China",24sep2018,.1
"8509905500","ELECTRIC DOMESTIC APPLIANCE PARTS, NESOI","China",24sep2018,.1
"8510201000","HAIR CLIPPERS, ELECTRIC, TO BE USED FOR AGRICULTURAL OR HORTICULTURAL PURPOSES","China",24sep2018,.1
"8510209000","HAIR CLIPPERS, ELECTRIC, EXCEPT FOR AGRICULTURAL OR HORTICULTURAL PURPOSES","China",24sep2018,.1
"8510901000","BLADES AND CUTTING HEADS OF SHAVERS","China",24sep2018,.1
"8510902000","ELECTRIC SHAVER PARTS, NESOI","China",24sep2018,.1
"8510903000","ELECTRIC HAIR CLIPPER PARTS","China",24sep2018,.1
"8510903001","PARTS OF ELECTRIC HAIR CLIPPERS TO BE USED FOR AGRICULTURAL OR HORTICULTURAL PURPOSES","China",24sep2018,.1
"8510904000","PARTS OF ELECTRIC HAIR CLIPPERS, EXCEPT THOSE TO BE USED FOR AGRICULTURAL OR HORTICULTURAL PURPOSES","China",24sep2018,.1
"8510905500","ELECTRIC HAIR-REMOVING APPLIANCE PARTS","China",24sep2018,.1
"8511100000","SPARK PLUGS FOR INTERNAL COMBUSTION ENGINES","China",24sep2018,.1
"8511200000","IGNITION MAGNETOS; MAGNETO-DYNAMOS; MAGNETIC FLYWHEELS","China",24sep2018,.1
"8511300040","DISTRIBUTORS FOR INTERNAL COMBUSTION ENGINES","China",24sep2018,.1
"8511300080","IGNITION COILS FOR INTERNAL COMBUSTION ENGINES","China",24sep2018,.1
"8511400000","STARTER MOTORS AND DUAL PURPOSE STARTER-GENERATORS FOR INTERNAL COMBUSTION ENGINES","China",24sep2018,.1
"8511500000","GENERATORS FOR INTERNAL COMBUSTION ENGINES, NESOI","China",24sep2018,.1
"8511802000","VOLTAGE AND VOLTAGE-CURRENT REGULATORS WITH CUT-OUT RELAYS, DESIGNED FOR 6V, 12V, AND 24V SYSTEMS","China",23aug2018,.25
"8511804000","VOLTAGE & VOLTAGE-CURRENT REGULATORS WITH CUT-OUT RELAYS, NESOI","China",23aug2018,.25
"8511806000","INTERNAL COMBUSTION ENGINE IGNITION EQUIPMENT, NESOI","China",24sep2018,.1
"8511902000","VOLTAGE & VOLTAGE-CURRENT REGULATOR W. CUT-OUT RELAY PARTS, DESIGNED FOR USE ON 6, 12, OR 24 V SYSTEMS","China",23aug2018,.25
"8511904000","VOLTAGE & VOLTAGE-CURRENT REGULATOR PARTS, NESOI","China",23aug2018,.25
"8511906020","DISTRIBUTOR CONTACT (BREAKER POINT) SETS (PARTS)","China",24sep2018,.1
"8511906040","INTERNAL COMBUSTION ENGINE IGNITION SYSTEM PARTS, NESOI","China",24sep2018,.1
"8512202000","LIGHTING EQUIPMENT FOR MOTOR VEHICLES","China",24sep2018,.1
"8512202040","LIGHTING EQUIPMENT FOR THE VEHICLES OF SUBHEADING 8701.20 OR HEADING 8702,8703,8704,8705,OR 8711.","China",24sep2018,.1
"8512202080","LIGHTING EQUIPMENT FOR MOTOR VEHICLES, NESOI","China",24sep2018,.1
"8512204000","VISUAL SIGNALING EQUIPMENT FOR MOTOR VEHICLES (INCLUDING BRAKING LIGHTS AND TURNING SIGNAL LIGHTS)","China",24sep2018,.1
"8512204040","VISUAL SIGNALING EQUIPMENT FOR THE VEHICLES OF SUBHEADING 8701.20 OR HEADING 8702,8703,8704,8705 OR 8711","China",24sep2018,.1
"8512204080","VISUAL SIGNALING EQUIPMENT FOR MOTOR VEHICLES, NESOI","China",24sep2018,.1
"8512300020","ELECTRIC HORNS FOR MOTOR VEHICLES","China",24sep2018,.1
"8512300030","RADAR DETECTORS OF A KIND USED IN MOTOR VEHICLES","China",24sep2018,.1
"8512300040","SOUND SIGNALING EQUIPMENT FOR MOTOR VEHICLES OR CYCLES, NESOI","China",24sep2018,.1
"8512300050","SOUND SIGNALING EQUIPMENT FOR MOTOR VEHICLES AND CYCLES","China",24sep2018,.1
"8512402000","MOTOR VEHICLE DEFROSTERS  AND DEMISTERS","China",24sep2018,.1
"8512404000","MOTOR VEHICLE WINDSHIELD WIPERS","China",24sep2018,.1
"8512902000","SIGNALING EQUIPMENT PARTS FOR MOTOR VEHICLES OR CYCLES","China",24sep2018,.1
"8512904000","BICYCLE LIGHTING EQUIPMENT PARTS","China",24sep2018,.1
"8512906000","MOTOR VEHICLE LIGHTING EQUIPMENT PARTS","China",24sep2018,.1
"8512907000","DEFROSTER & DEMISTERS PARTS FOR MOTOR VEHICLES","China",24sep2018,.1
"8512909000","WINDSHIELD WIPER PARTS","China",24sep2018,.1
"8513902000","FLASHLIGHT PARTS","China",24sep2018,.1
"8513904000","PORTABLE ELECTRIC LAMP PARTS, (EXCEPT FOR FLASHLIGHTS)","China",24sep2018,.1
"8514100000","INDUSTRIAL OR LABORATORY FURNACES AND OVENS, RESISTANCE HEATED TYPES","China",06jul2018,.25
"8514204000","MICROWAVE OVENS, INDUSTRIAL OR LABRATORY, FOR MAKING HOT DRINKS, OR FOR COOKING OR HEATING FOOD","China",24sep2018,.1
"8514206000","INDUSTRIAL OR LABORATORY MICROWAVE OVENS, EXCEPT FOR COOKING OR HEATING FOOD OR DRINKS","China",06jul2018,.25
"8514208000","INDUSTRIAL OR LABORATORY FURNACES AND OVENS, INDUCTION OR DIELECTRIC TYPE, NESOI","China",06jul2018,.25
"8514301000","INDUSTRIAL OR LABORATORY FURNACES AND OVENS OF A KIND USED SOLELY OR PRINCIPALLY FOR THE MANUFACTURE OF PRINTED CIRCUITS OR PRINTED CIRCUIT ASSEMBLIES","China",06jul2018,.25
"8514309000","INDUSTRIAL OR LABORATORY FURNACES AND OVENS, NESOI","China",06jul2018,.25
"8514400000","INDUSTRIAL OR LABORATORY EQUIPMENT FOR THE HEAT TREATMENT OF MATERIALS BY INDUCTION OR DIELECTRIC LOSS, NESOI","China",06jul2018,.25
"8514904000","MICROWAVE OVEN PARTS","China",24sep2018,.1
"8514908000","INDUSTRIAL OR LABORATORY FURNACE PARTS AND OVEN PARTS, NESOI","China",06jul2018,.25
"8515110000","SOLDERING IRONS AND GUNS, ELECTRIC","China",06jul2018,.25
"8515190000","BRAZING OR SOLDERING MACHINES, NESOI","China",06jul2018,.25
"8515210000","MACHINES AND APPARATUS FOR RESISTANCE WELDING OF METAL, FULLY OR PARTLY AUTOMATIC","China",06jul2018,.25
"8515290000","MACHINES AND APPARATUS FOR RESISTANCE WELDING OF METAL, NESOI","China",06jul2018,.25
"8515310000","MACHINES AND APPARATUS FOR ARC (INCLUDING PLASMA ARC) WELDING OF METALS, FULLY OR PARTLY AUTOMATIC","China",06jul2018,.25
"8515390020","ARC WELDING MACHINES (METAL), AC TRANSFORMER TYPE, NON-ROTATING TYPE","China",06jul2018,.25
"8515390040","ARC WELDING MACHINES, NON-ROTATING TYPE, NESOI","China",06jul2018,.25
"8515390060","ELECTRIC ARC WELDING MACHINES, ROTATING TYPE","China",06jul2018,.25
"8515800040","ULTRASONIC WELDING MACHINES","China",06jul2018,.25
"8515800080","ELECTRIC MACHINES AND APPARATUS FOR HOT SPRAYING OF METALS OR CERMETS, NESOI","China",06jul2018,.25
"8515902000","WELDING MACHINE PARTS AND PARTS OF APPARATUS","China",06jul2018,.25
"8515904000","BRAZING AND SOLDERING EQUIPMENT PARTS; PARTS OF HOT SPRAYING EQUIPMENT","China",06jul2018,.25
"8516210000","ELECTRIC STORAGE HEATING RADIATORS","China",24sep2018,.1
"8516290000","ELECTRIC SPACE HEATING APPARATUS & ELECTRIC SOIL HEATING APPARATUS, NESOI","China",24sep2018,.1
"8516290030","ELECTRIC PORTABLE SPACE HEATERS, FAN-FORCED","China",24sep2018,.1
"8516290060","ELECTRIC PORTABLE SPACE HEATERS, NESOI","China",24sep2018,.1
"8516290090","ELECTRIC SPACE HEATING & ELECTRIC SOIL HEATING APPARATUS, NESOI","China",24sep2018,.1
"8516604000","ELECTRIC COOKING STOVES, RANGES AND OVENS, FOR DOMESTIC USE","China",24sep2018,.1
"8516604060","ELECTRIC COOKING STOVES, RANGES AND OVENS COMBINED WITH MICROWAVE OVENS","China",24sep2018,.1
"8516604070","ELECTRIC COOKING STOVES, RANGES AND OVENS, PORTABLE, EXCEPT MICROWAVE COMBINATIONS","China",24sep2018,.1
"8516604074","ELECTRIC COOKING STOVES, RANGES AND OVENS OF A MAXIMUM WIDTH NOT EXCEEDING 70CM","China",24sep2018,.1
"8516604078","GAS FUELED COOKTOP, ELECTRIC COOKING STOVES, RANGES AND OVENS, OF A MAXIMUM WIDTH EXCEEDING 70CM","China",24sep2018,.1
"8516604082","RADIANT HEATED COOKTOP, ELECTRIC COOKING STOVES, RANGES AND OVENS, OF A MAXIMUM WIDTH EXCEEDING 70CM","China",24sep2018,.1
"8516604086","ELECTRIC COOKING STOVES, RANGES AND OVENS, NESOI","China",24sep2018,.1
"8516804000","ELECTRIC HEATING RESISTORS ASSEMBLED ONLY WITH SIMPLE INSULATED FORMER & ELECTRICAL CONNECTIONS, USED FOR ANTI-ICING OR DEICING","China",24sep2018,.1
"8516808000","ELECTRIC HEATING RESISTORS, NESOI","China",24sep2018,.1
"8516900500","HEATER PARTS OR HEATING APPARATUS PARTS OF SUBHEADINGS 8516.10, 8516.21 OR 8516.29","China",24sep2018,.1
"8516901500","HOUSINGS FOR THE HAND-DRYING APPARATUS OF SUBHEADING 8516.33","China",24sep2018,.1
"8516902500","HOUSINGS AND STEEL BASES FOR THE ELECTRIC FLATIRONS OF SUBHEADING 8516.40","China",24sep2018,.1
"8516903500","ASSEMBLIES, INCORPORATING MORE THAN ONE COOKING CHAMBER; STRUCTUAL SUPPORTING CHASSIS, DOOR; OUTER CASE FOR MICROWAVE OVENS OF SUBHEADING 8516.50","China",24sep2018,.1
"8516904500","PRINTED CIRCUIT ASSEMBLIES FOR MICROWAVE OVENS OF SUBHEADING 8516.50","China",24sep2018,.1
"8516905000","MICROWAVE OVEN PARTS OF SUBHEADING 8516.50, NESOI","China",24sep2018,.1
"8516905500","COOKING CHAMBERS, WHETHER OR NOT ASSEMBLED FOR THE COOKING STOVES, RANGES AND OVENS OF SUBHEADIING 8516.6040","China",24sep2018,.1
"8516906500","TOP SURFACE PANELS WITH OR WITHOUT HEATING ELEMENTS OR CONTROLS FOR COOKING STOVES, RANGES AND OVENS OF SUBHEADING 8516.60.40","China",24sep2018,.1
"8516907500","DOOR ASSEMBLIES, INCORPORAT MORE THAN ONE OF THE FOLLOWING:INNER PANEL;OUTER PANEL;WINDOW;INSULATION FOR THE COOK STOVES,RANGES & OVENS OF 8516.6040","China",24sep2018,.1
"8516908010","SHELVING AND RACKS FOR ELECTRIC COOKING STOVES, RANGE AND OVENS OF SUBHEADING 8516.60.40","China",24sep2018,.1
"8516908050","PARTS FOR ELECTRIC COOKING STOVES, RANGE AND OVENS OF SUBHEADING 8516.60.40, NESOI","China",24sep2018,.1
"8516908500","HOUSINGS FOR TOASTERS","China",24sep2018,.1
"8516909000","ELECTROTHERMIC APPARATUS PARTS, NESOI","China",24sep2018,.1
"8517620010","MODEMS (MODULATOR-DEMODULATOR APPARATUS) OF A KIND USED WITH DATA PROCESSING MACHINES OF HEADING 8471","China",24sep2018,.1
"8517620050","MACHINES FOR THE RECEPTION, CONVERSION & TRANSMISSION OR REGENERATION OF VOICE, IMAGES OR OTHER DATA, INCLUDING SWITCHING & ROUTING APPARATUS, NESOI","China",24sep2018,.1
"8517690000","APPARATUS FOR TRANSMISSION OR RECEPTION OF VOICE, IMAGES OR OTHER DATA, INCLUDING APPARATUS FOR COMMUNICATION IN A WIRED OR WIRELESS NETWORK, NESOI","China",24sep2018,.1
"8518104000","MICROPHONES HAVING A FREQUENCY RANGE OF 300 HZ TO 3.4 KHZ WITH DIAMETER NOT EXCEEDING 10MM AND A HEIGHT NOT EXCEEDING 3MM, FOR TELECOMMUNICATION USE","China",24sep2018,.1
"8518401000","AUDIO-FREQUENCY ELECTRIC AMPLIFIERS FOR USE AS REPEATERS IN LINE TELEPHONY","China",24sep2018,.1
"8518402000","AUDIO FREQUENCY ELECTRIC AMPLIFIERS, NESOI","China",24sep2018,.1
"8518500000","ELECTRIC SOUND AMPLIFIER SETS","China",24sep2018,.1
"8518902000","PRINTED CIRCUIT ASSEMBLIES OF LINE TELEPHONE HANDSETS; PARTS OF REPEATERS","China",24sep2018,.1
"8518904100","LINE TELEPHONE HANDSET PARTS OF SUBHEADING 8518.30.10; REPEATER PARTS OF SUBHEADING 8518.40.10; NESOI","China",24sep2018,.1
"8518906000","PRINTED CIRCUIT ASSEMBLIES OF ARTICLES OF SUBHEADING 8518.10.40 OR 8518.29.40","China",24sep2018,.1
"8518908100","MICROPHONE PARTS, LOUDSPEAKER PARTS, AMPLIFIER PARTS & HEADPHONE PARTS, NESOI","China",24sep2018,.1
"8519813000","MAGNETIC TAPE RECORDERS INCORPORATING SOUND REPORDUCING APPARATUS, DIGITAL AUDIO TYPE","China",24sep2018,.1
"8519813010","OPTICAL DISC (INCLUDING COMPACT DISC) PLAYERS","China",24sep2018,.1
"8519813020","ELECTRIC SOUND REPRODUCING APPARATUS, NESOI","China",24sep2018,.1
"8522100000","PICKUP CARTRIDGES FOR USE WITH APPARATUS OF HEADINGS 8519-8521","China",24sep2018,.1
"8522902500","PRINTED CIRCUIT ASSEMBLIES, ASSMB & SUBASSEMBLIES OF ARTICLES PROVIDED FOR IN SUBHEADING 8520.90, HAVING TWO OR MORE PIECES FASTENED/JOINED TOGETHER","China",24sep2018,.1
"8522903600","PARTS AND ACCESSORIES FOR USE SOLELY OR PRINCIPALLY WITH SOUND OR VIDEO RECORDING OR REPRODUCING APPARATUS, DESCRIBED IN ADDITIONAL US NOTE 14, NESOI","China",24sep2018,.1
"8522904500","PRINTED CIRCUIT ASSEMBLIES FOR TELEPHONE ANSWERING MACHINES","China",24sep2018,.1
"8522905840","MAGNETIC RECORDING AND REPRODUCING HEADS FOR TELEPHONE ANSWERING MACHINES","China",24sep2018,.1
"8522905880","TELEPHONE ANSWERING MACHINE PARTS, NESOI","China",24sep2018,.1
"8522906500","PRINTED CIRCUIT ASSEMBLIES FOR USE WITH APPARATUS OF HEADINGS 8519-8521","China",24sep2018,.1
"8522908040","MAGNETIC HEADS FOR RECORDING OR REPRODUCING APPARATUS, NESOI","China",24sep2018,.1
"8522908080","TURNTABLE,  RECORD, CASSETTE, VIDEO  PLAYERS / RECORDER  & OTHER SOUND REPRODUCING / RECORDING APPARATUS PARTS, NESOI","China",24sep2018,.1
"8522908081","TURNTABLE,  RECORD, CASSETTE, VIDEO  PLAYERS / RECORDER  & OTHER SOUND REPRODUCING / RECORDING APPARATUS PARTS, NESOI","China",24sep2018,.1
"8523210000","CARDS, RECORDED, INCORPORATING A MAGNETIC STRIPE","China",24sep2018,.1
"8523494000","RECORDED OPTICAL MEDIA FOR REPRODUCING REPRESENTATIONS OF INSTRUCTIONS, DATA, SOUND & IMAGE, MANIP/INTERACT BY ADP; PROPRIETARY FORMAT RECORDED DISKS","China",24sep2018,.1
"8523520010","SMART CARDS, UNRECORDED","China",24sep2018,.1
"8523520090","SMART CARDS, RECORDED","China",24sep2018,.1
"8523590000","SEMICONDUCTOR MEDIA FOR THE RECORDING OF SOUND OR OTHER PHENOMENA, NESOI","China",24sep2018,.1
"8525503015","TELEVISION APPARATUS FOR RECEPTION OF TV SIGNALS RELAYED BY TV SATELLITE SIGNALS","China",24sep2018,.1
"8525503035","CONVERTERS, DECODERS, PREAMPS, LINE AMPS, DISTRIBUTION AMPS & OTHER AMPS; DIRECTIONAL & OTHER COUPLERS; DESIGNED FOR CABLE/CLOSED CIRCUIT TV APPS","China",24sep2018,.1
"8525503040","TELEVISION TRANSMISSION APPARATUS, NESOI","China",24sep2018,.1
"8525507010","RADIO BROADCAST TRANSMITTERS","China",06jul2018,.25
"8525507050","TRANSMISSION APPARATUS FOR RADIOBROADCASTING, NESOI","China",06jul2018,.25
"8525601010","RADIO TRANSCEIVERS, CITIZENS BAND (CB) TYPE","China",06jul2018,.25
"8525601020","LOW-POWER RADIOTELEPHONIC TRANSCEIVERS OPERATING ON FREQUENCIES FROM 49.82 TO 49.90 MHZ (INCLUDING WALKIE TALKIES)","China",06jul2018,.25
"8525601030","RADIO TRANSCIEVERS, HAND-HELD","China",06jul2018,.25
"8525601035","RADIO TRANSCEIVERS, HAND-HELD, NOT FOR USE IN CIVIL AIRCRAFT","China",06jul2018,.25
"8525601040","RADIO TRANSCIEVERS, MARINE VHF-FM","China",06jul2018,.25
"8525601045","RADIO TRANSCIEVERS, MARINE VHF-FM","China",06jul2018,.25
"8525601050","RADIO TRANSCIEVERS,EXCEPT HANDHELD","China",06jul2018,.25
"8525601055","RADIO TRANSCEIVERS, OTHER","China",06jul2018,.25
"8525602000","TRANSMISSION APPARATUS INCORPORATING RECEPTION APPARATUS, NESOI","China",06jul2018,.25
"8525801000","GYROSTABLIZED TELEVISION CAMERAS","China",06jul2018,.25
"8525802000","STUDIO TELEVISION CAMERAS, EXCLUDING SHOULDER-CARRIED AND OTHER PORTABLE CAMERAS","China",06jul2018,.25
"8525803010","TELEVISION CAMERAS, COLOR, NESOI","China",24sep2018,.1
"8525803050","TELEVISION CAMERAS, EXCEPT COLOR, NESOI","China",24sep2018,.1
"8525805010","8MM CAMCORDERS","China",24sep2018,.1
"8525805020","CAMCORDERS EXCEPT 8MM","China",24sep2018,.1
"8525805050","STILL IMAGE VIDEO CAMERAS AND VIDEO CAMERA RECORDERS, NESOI","China",24sep2018,.1
"8526100020","RADAR APPARATUS DESIGNED FOR BOAT OR SHIP INSTALLATION","China",06jul2018,.25
"8526100040","RADAR APPARATUS, OTHER THAN APPARATUS DESIGNED FOR BOAT OR SHIP INSTALLATION","China",06jul2018,.25
"8526100070","RADAR APPARATUS NESOI","China",06jul2018,.25
"8526910020","RADIO NAVIGATIONAL AID APPARATUS, RECEPTION ONLY TYPE","China",06jul2018,.25
"8526910030","RADIO NAVIGATIONAL AID APPARATUS, RECEPTION ONLY TYPE","China",06jul2018,.25
"8526910040","RADIO NAVIGATIONAL AID APPARATUS, NESOI","China",06jul2018,.25
"8526910070","RADIO NAVIGATIONAL AID APPARATUS,NESOI","China",06jul2018,.25
"8526925000","RADIO REMOTE CONTROL APPARATUS, NESOI","China",06jul2018,.25
"8527211500","MOTOR VEHICLE RADIO-TAPE PLAYERS COMBINED W/ SOUND RECORDING OR REPRODUCING APPARATUS CAPABLE OF RECEIVING AND DECODING DIGITAL RADIO DATA SYS SIGNALS","China",24sep2018,.1
"8527212510","MOTOR VEHICLE RADIO-TAPE PLAYERS, INCORPORATING OPTICAL DISC (INCLUDING COMPAC DISC) PLAYERS OR RECORDERS, NESOI","China",24sep2018,.1
"8527212525","MOTOR VEHICLE RADIO-TAPE PLAYERS, NESOI","China",24sep2018,.1
"8527214040","MOTOR VEHICLE RADIO-COMBINATIONS (INCORPORATING OPTICAL DISC) PLAYERS OR RECORDERS, NESOI","China",24sep2018,.1
"8527214080","MOTOR VEHICLE RADIO-COMBINATIONS, NESOI","China",24sep2018,.1
"8527294000","MOTOR VEHICLE RADIO RECEIVERS, FM OR AM/FM ONLY","China",24sep2018,.1
"8527298000","MOTOR VEHICLE RADIO RECEIVERS, NESOI","China",24sep2018,.1
"8527991500","RADIO RECEIVERS NESOI","China",06jul2018,.25
"8527994000","RECEPTION APPARATUS FOR RADIOBROADCASTING","China",06jul2018,.25
"8528420000","CATHODE-RAY TUBE (CRT) MONITORS OF A KIND USED IN AUTOMATIC DATA PROCESSING SYSTEMS OF HEADING 8471","China",24sep2018,.1
"8528491500","VIDEO MONITORS, COLOR, NON-HIGH DEFINITION, SINGLE PICTURE TUBE FOR DIRECT VIEWING, INCORP VIDEO REC/REP APPARATUS,  WITH DISPLAY DIAGONAL LT=34.29 CM","China",24sep2018,.1
"8528492000","VIDEO MONITORS, COLOR, NON-HIGH DEFINITION, HAVING A SINGLE PIC TUBE FOR DIR VIEWING, INCORP VIDEO REC/REP APPARATUS, DISP GT 34.29 BUT LT=35.56 CM","China",24sep2018,.1
"8528493500","VIDEO MONITORS, COLOR, NON-HI DEFINITION, SINGLE PIC TUBE FOR DIRECT VIEWING WITH A VIDEO DISPLAY GT 35.56 CM,INCORP VIDEO RECORDING/REPRODUCING APPA.","China",24sep2018,.1
"8528494500","VIDEO MONITORS, COLOR, NON-HI DEFINITION, PROJECTION TYPE, WITH A  CATHODE-RAY TUBE, INCORP VIDEO RECORDING OR REPRODUCING APPARATUS","China",24sep2018,.1
"8528496000","VIDEO MONITORS, COLOR, HI DEFINITION, NON-PROJECTIO TYPE WITH A CATHODE-RAY TUBE, INCORPORATING VIDEO RECORDING OR REPRODUCING APPARATUS","China",24sep2018,.1
"8528498000","CATHODE-RAY TUBE VIDEO MONITORS, BLACK AND WHITE OR OTHER MONOCHROME","China",24sep2018,.1
"8528590500","VIDEO MONITORS, COLOR, INCOMPLETE, NOT INCORP. A CRT, INCORPATING VIDEO RECORDING OR REPRODUCING APPARATUS","China",24sep2018,.1
"8528591000","MONITORS, COLOR, INCOMPLETE, PRESENTED WITHOUT A DISPLAY DEVICE, NESOI","China",24sep2018,.1
"8528690500","VIDEO PRJOJECTORS, COLOR, INCOMPLETE, NOT INCORP A CATHODE-RAY TUBE/FLAT PANEL SCREEN,  INCORPORATING VIDEO RECORDING OR REPRODUCING APPARATUS","China",24sep2018,.1
"8528691000","VIDEO PROJECTORS, COLOR, INCOMPLETE, NOT INCORPORATING A CATHODE-RAY TUBE/ FLAT PANEL SCREEN OR SIMILAR DISPLAY DEVICE, NESOI","China",24sep2018,.1
"8528692000","VIDEO PROJECTORS, COLOR, NON-HIGH DEFINITION, WITH A CATHODE-RAY TUBE, NESOI","China",24sep2018,.1
"8528720400","TV RECEIVERS INCOMPLETE OR UNFINISHED ASSEMB, COLOR; NO CRT, FLAT PANEL SCREEN OR SIMILAR DISPLAY DEVICE BUT INCORP VIDEO RECORD,REPRODUCE APPARATUS","China",24sep2018,.1
"8528721200","TV RECEIVERS, NON-HIGH DEFINITION, COLOR, SINGLE PICT TUBE FOR DIRECT VIEWING, NON PROJECTION INCORP VIDEO REC/REP APPS, DISPLAY LT= 34.29 CM","China",24sep2018,.1
"8528722000","TV RECEIVERS, NON-HIGH DEFINITION, COLOR, SINGLE PICTURE TUBE, DIRECT VIEWING (NON-PROJ) VIDEO DISPLAY NOT EXCEEDING 34.29CM","China",24sep2018,.1
"8528722400","TV RECEP, NON-HD, COLOR, SINGLE PICTURE TUBE, DIRECT VIEWING, NON-PROJECTION, VIDEO DISPLAY GT 34.29 CM","China",24sep2018,.1
"8528722800","TV RECEPTION APPAR,NON-HI DEF,COLOR,SINGLE PICTURE TUBE,DIRECT VIEW,DISPLAY EXCCEEDING 35.56CM. INCORPORATINBG VIDEO RECORD OR REPRODUCE APPARATUS","China",24sep2018,.1
"8528724000","TV RECEPTION APPS, COLOR, NON-HIGH DEFINITION,  PROJECTION TYPE WITH A CATHODE-RAY TUBE, NESOI","China",24sep2018,.1
"8528730000","TV RECEPTION APPARATUS, B&W OR OTHER MONOCHROME, WH/NOT INCORPORATING RADIOBROADCAST RECV OR SND/VID RECORD/REPROD APPARATUS, NESOI","China",24sep2018,.1
"8529102120","TELEVISION ANTENNAS, RECEIVING ONLY & PARTS SUITABLE FOR USE THEREWITH","China",24sep2018,.1
"8529102150","TELEVISION ANTENNAS & PARTS SUITABLE FOR USE THEREWITH, NESOI","China",24sep2018,.1
"8529102190","TELEVISION ANTENNA REFLECTORS & PARTS SUITABLE FOR USE THEREWITH, NESOI","China",24sep2018,.1
"8529104000","ANTENNAS & PARTS FOR RADAR, RADIO NAVIGATIONAL AIDS AND RADIO REMOTE CONTROLS","China",06jul2018,.25
"8529104040","RADAR, RADIO NAVIGATIONAL AID AND RADIO REMOTE CONTROL ANTENNAS & SUITABLE PARTS","China",06jul2018,.25
"8529104080","RADAR, RADIO NAVIGATIONAL AID &  RADIO REMOTE CONTROL ANTENNA REFLECTORS & SUITABLE PARTS","China",06jul2018,.25
"8529109100","ANTENNA & ANTENNA REFLECTORS OF ALL KINDS;  PARTS SUITABLE FOR USE SOLEY OR PRINCIPALLY W/ APPARATUS OF HEADING 8525 TO 8528, NESOI","China",23aug2018,.25
"8529900400","TUNERS OF TELEVISION APPARATUS PRINTED CIRCUIT ASSEMBLIES, NESOI","China",24sep2018,.1
